Country,City,Location_ID,Location_Name,Type_of_Attraction,Attraction_Category,Latitude,Longitude,Date,PedsSen_Count,Weather_Temperature,Weather_Wind_Gust,Weather_Relative_Humidity,Weather_Precipitation,Is_Holiday
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-08,64914.0,17.61875,45.585003,78.19061,1.5000002,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-09,43176.0,17.981249,27.570004,90.59153,3.2000003,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-10,56138.0,17.727083,21.824997,92.52537,4.2999997,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-11,67031.0,17.543749,29.505003,89.8367,1.5000001,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-12,70181.0,17.51875,31.065002,88.24469,11.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-13,85005.0,13.010417,25.230003,77.546,1.1,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-14,90633.0,12.5354185,26.22,76.143135,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-15,75451.0,17.295832,45.045,84.10945,12.200001,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-16,52692.0,15.352085,24.435,84.44395,0.2,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-17,54799.0,16.44375,38.37,83.577034,1.5000001,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-18,61720.0,15.1375,52.725006,73.835686,1.8000002,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-19,66465.0,15.879166,46.139996,70.484116,0.2,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-20,74843.0,15.791667,22.244999,85.55772,0.4,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-21,85862.0,13.829166,15.914999,90.87799,0.1,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-22,70420.0,13.400002,30.54,83.20664,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-23,39724.0,13.858336,53.954994,69.273766,2.4,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-24,57563.0,14.058334,48.569992,66.39311,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-25,64438.0,13.358333,46.935005,66.126076,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-26,66344.0,11.710418,33.885,73.88201,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-27,75020.0,10.85625,19.334997,81.37841,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-28,78889.0,12.370833,24.929998,88.00269,5.3999996,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-29,61563.0,13.864583,44.879997,84.99885,2.7,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-30,40384.0,12.181252,30.135,84.86372,1.1,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-05-31,55538.0,12.935416,31.095,83.092155,5.6999993,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-06-01,64389.0,13.168748,32.445,78.839325,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-06-02,63147.0,12.910417,21.704996,82.46487,0.6,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-06-03,70137.0,13.147918,12.719998,83.50181,0.5,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-06-04,83469.0,12.033334,11.025,92.0535,0.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-06-05,69878.0,14.781251,34.334995,80.1542,1.4000001,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-06-06,47612.0,15.429166,48.569996,85.50992,10.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-06-07,36259.0,15.202083,60.839996,86.47897,11.3,1
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-06-08,59016.0,14.666668,46.139996,77.702324,1.0,0
New Zealand,Auckland,NZAUK_1,Sky Tower,Observation Tower,Entertainment,-36.8485,174.7633,2021-06-09,60824.0,15.349999,38.055,81.940384,0.70000005,0
